0,0,-162,120,140,23,0,468,496
0,0,-162,79,80,24,0,467,496
0,0,-162,77,81,24,0,466,498
0,0,-162,127,80,24,60,468,496
0,1,-162,79,80,24,0,467,497
1,0,-162,130,80,24,0,467,497
0,0,-162,208,80,23,0,466,517
1,1,-162,136,80,22,0,469,496
3,4,-164,76,83,23,0,468,498
8,11,-167,147,87,23,0,469,496
14,16,-171,193,93,23,0,467,497
18,21,-175,151,78,24,0,467,497
22,21,-175,174,114,25,0,467,497
25,18,-165,91,124,23,60,469,497
29,23,-156,79,198,22,0,467,498
30,25,-148,103,84,24,60,467,497
33,26,-139,119,53,15,0,467,498
34,28,-130,105,86,23,60,499,498
32,26,-121,96,262,25,0,467,498
16,21,-116,89,527,23,0,467,497
-12,14,-155,82,251,23,0,479,508
-4,4,-171,83,71,23,60,470,506
0,0,-171,83,70,24,0,474,511
12,12,-171,78,270,23,0,470,496
24,26,-173,66,105,24,0,465,497
32,31,-172,51,82,23,0,468,496
32,31,-171,36,133,23,60,477,509
25,25,-170,27,86,22,0,468,497
20,18,-168,153,85,23,60,467,496
3,3,-168,62,85,22,0,469,497
0,0,-168,151,84,19,0,467,497
0,1,-169,152,84,23,0,467,497
-6,9,174,154,527,23,60,467,497
-16,16,128,101,66,23,60,467,497
-13,12,86,109,120,23,0,467,498
2,0,86,69,113,23,0,471,504
11,-8,117,94,67,22,12,467,496
3,-2,124,96,100,24,0,467,497
-3,5,113,95,66,23,0,467,496
2,2,112,94,68,23,0,474,497
20,20,112,85,76,23,60,467,497
23,23,112,74,44,23,60,467,497
28,28,112,63,59,22,60,467,497
9,10,111,56,62,23,0,467,498
4,4,111,54,64,23,60,467,497
20,21,111,57,73,24,0,469,496
20,20,110,49,84,23,0,468,499
4,4,110,61,86,23,60,467,497
9,9,110,75,93,23,0,467,498
13,14,109,70,102,22,0,467,497
2,2,109,41,99,24,0,467,497
-5,7,93,37,56,23,60,467,498
-5,7,75,45,190,23,60,467,497
-5,7,60,44,148,24,0,467,498
-7,7,40,83,53,23,0,499,484
0,0,39,82,53,22,60,467,497
0,0,39,82,53,23,0,467,497
1,1,39,82,54,23,0,467,497
11,13,38,61,59,23,0,487,503
14,25,31,76,26,16,0,467,498
2,15,5,270,31,23,0,468,497
1,2,1,121,77,23,0,467,497
15,16,0,524,38,23,0,468,498
22,25,-2,124,37,23,60,466,497
31,32,-7,524,52,23,0,467,497
29,31,-8,120,50,22,0,467,497
31,32,-9,285,66,23,0,467,497
29,20,-8,258,80,23,0,467,496
24,4,19,62,101,23,0,467,496
25,20,27,136,108,22,60,467,497
23,6,34,226,121,23,60,467,497
20,-5,73,68,174,23,0,467,500
22,11,92,58,187,22,0,466,498
25,18,102,47,120,22,60,486,508
25,21,107,75,87,22,0,467,497
9,9,108,45,91,22,0,481,506
2,2,108,44,46,22,0,467,496
15,15,109,33,190,23,0,468,497
16,17,107,29,108,23,60,467,496
2,4,104,90,97,23,0,467,496
-4,11,85,39,117,22,0,467,497
-5,6,65,30,133,23,0,468,496
0,0,65,30,144,23,0,467,497
-2,2,62,60,94,23,0,475,514
-9,7,37,52,138,23,0,468,497
-1,1,35,53,78,23,0,467,496
3,3,35,52,69,23,0,468,497
0,12,18,75,37,19,0,467,498
-1,2,12,175,49,23,0,467,496
0,2,13,78,41,25,0,467,497
6,6,13,219,37,23,0,467,497
17,19,10,210,37,24,60,467,497
20,23,6,197,50,23,0,468,497
22,24,1,83,55,25,0,467,498
22,24,-1,170,44,23,0,468,497
20,23,-3,167,50,22,0,468,497
19,16,-4,159,63,23,0,468,497
14,-2,18,143,82,23,60,467,497
16,8,30,137,212,24,60,467,497
18,15,36,129,221,23,0,469,503
20,17,39,209,231,23,60,467,497
19,20,38,101,106,23,0,467,497
20,22,35,97,67,23,0,467,496
22,24,32,87,295,21,0,452,488
20,23,29,77,89,21,0,467,497
21,23,26,66,82,20,0,467,497
6,6,24,64,68,21,0,467,497
-9,9,2,69,46,23,0,468,497
-17,11,-41,104,33,22,43,467,498
2,6,-50,107,70,23,60,469,497
16,18,-53,154,72,23,60,452,497
20,20,-53,111,67,23,0,467,496
11,9,-51,107,63,24,0,469,498
9,9,-50,136,44,23,0,467,498
21,18,-47,140,52,23,0,468,497
3,16,-53,167,56,23,0,468,496
-1,3,-61,62,62,23,0,466,497
10,7,-54,74,60,23,0,467,497
11,12,-55,95,65,23,60,468,497
16,15,-54,89,74,23,60,468,497
22,21,-53,101,85,23,60,466,498
24,23,-51,89,99,22,60,467,497
22,22,-51,87,152,23,60,472,497
22,22,-52,89,128,17,60,469,496
7,8,-52,87,125,23,60,468,497
-4,5,-65,85,123,23,60,467,497
0,1,-65,86,124,23,60,468,498
4,3,-65,84,125,23,60,471,500
18,19,-65,75,89,23,60,467,498
28,28,-64,63,529,23,60,467,497
24,23,-64,51,74,18,60,467,497
26,27,-64,38,117,24,60,467,497
18,19,-65,30,90,23,60,467,500
2,2,-66,29,90,22,0,461,498
0,0,-66,29,125,23,60,467,496
-9,7,-84,74,65,15,60,468,496
-10,7,-111,76,43,21,60,467,499
1,4,-112,77,45,23,60,477,512
11,13,-114,76,42,22,60,467,497
7,8,-117,109,45,23,60,467,499
-4,3,-124,109,44,23,57,468,497
-9,7,-148,118,38,22,0,469,497
0,1,-149,120,39,23,60,469,496
6,7,-151,125,43,23,60,468,496
17,21,-157,151,52,24,0,468,496
21,25,-163,524,65,23,0,467,499
21,23,-167,166,74,22,0,468,497
22,25,-170,102,87,22,0,469,497
25,26,-172,89,88,23,0,468,497
26,27,-174,95,106,23,0,468,497
33,31,-171,523,71,23,0,467,496
31,29,-167,339,89,23,0,467,498
34,32,-163,324,156,23,0,467,498
34,31,-159,114,68,23,0,469,496
37,34,-155,90,189,23,0,466,498
37,33,-151,125,85,23,0,468,497
38,35,-146,96,88,23,0,467,497
37,33,-140,91,108,23,60,468,497
38,34,-135,79,96,23,60,468,515
38,34,-130,73,280,23,0,467,497
22,29,-126,62,299,23,0,467,498
7,23,-148,185,93,22,22,467,496
22,17,-151,174,100,23,0,469,496
15,-4,-124,110,247,22,0,473,515
6,6,-122,119,528,23,0,468,497
13,15,-127,110,260,23,60,479,479
5,5,-127,109,332,23,60,469,498
17,17,-128,154,98,23,60,467,497
7,24,-141,147,129,22,20,468,497
13,24,-157,129,53,23,0,468,497
25,20,-166,86,64,23,0,467,497
16,-12,-161,106,66,14,60,469,498
9,-2,-147,103,116,23,0,481,509
11,5,-146,105,384,22,0,470,496
25,25,-146,85,82,23,0,467,497
11,11,-147,60,84,22,0,467,497
9,9,-147,76,96,23,0,468,496
14,15,-147,76,93,23,0,468,499
27,27,-148,65,55,22,0,469,496
8,29,-153,51,67,22,0,469,495
-8,22,165,46,49,22,10,469,497
-18,18,108,80,64,22,0,469,497
-5,4,95,79,57,22,0,469,496
0,-1,95,59,41,22,0,467,497
2,-1,100,89,65,18,0,467,497
1,-1,103,136,64,16,60,467,497
1,1,103,523,65,16,0,467,500
13,15,100,108,49,16,0,468,497
23,25,96,95,71,15,60,467,497
24,10,97,80,82,13,20,467,497
19,4,123,113,76,20,0,470,496
20,18,126,95,72,19,0,467,497
20,21,125,60,71,22,0,468,499
26,27,124,287,86,22,0,468,499
22,23,122,84,101,18,0,467,499
27,29,120,102,109,22,0,467,497
27,29,116,84,75,19,60,467,497
27,29,112,75,86,16,0,469,496
25,29,108,78,90,16,0,467,497
26,28,106,119,105,13,0,468,496
22,2,117,113,120,15,0,469,496
24,15,130,119,90,22,0,467,497
20,17,136,92,64,22,0,467,497
18,22,140,72,226,23,60,472,513
5,18,125,96,68,23,0,493,498
13,19,117,87,65,23,0,467,499
18,24,109,78,73,24,0,467,496
17,9,107,86,65,23,60,467,499
2,16,100,62,85,23,60,467,497
3,14,77,39,79,22,60,469,497
1,2,73,56,70,22,0,467,497
3,3,74,57,56,21,0,467,498
2,3,73,43,57,22,0,467,497
2,-1,76,56,71,21,0,467,496
2,-1,80,40,74,23,0,467,499
6,-2,92,53,90,20,60,467,503
2,-1,96,49,79,19,60,467,497
10,-5,116,53,95,22,60,469,502
5,-2,128,96,108,23,0,467,496
5,6,127,94,112,23,0,468,500
21,20,128,58,35,22,0,467,497
30,27,131,122,45,23,0,470,519
31,30,134,122,50,22,60,467,497
31,31,134,89,63,22,27,467,499
-2,28,122,311,85,23,60,468,497
-2,11,98,74,68,22,60,467,497
-2,2,94,76,69,23,60,467,499
-5,4,79,80,70,22,0,467,499
0,0,79,79,53,23,0,468,496
0,0,79,80,65,22,0,469,497
0,0,79,79,65,22,0,468,497
7,-6,95,98,71,23,60,468,498
12,-11,131,102,74,22,60,467,497
5,0,139,79,60,23,60,467,497
10,10,141,80,70,23,60,467,496
-3,2,131,101,83,23,60,467,497
-1,1,130,90,83,23,60,469,497
0,4,124,113,97,22,60,469,498
-1,3,118,239,89,22,60,467,497
0,1,116,71,113,23,60,470,496
14,12,118,283,61,23,60,469,497
21,21,118,112,70,23,60,468,497
25,25,117,65,77,22,60,468,497
27,27,117,164,48,22,60,468,496
28,29,117,81,103,25,60,467,497
25,25,116,92,76,22,60,467,497
31,31,115,82,346,22,60,468,497
26,28,114,82,60,22,60,467,497
26,26,113,81,97,24,60,467,497
23,8,114,76,81,23,60,467,498
23,13,116,80,348,22,60,452,490
16,9,121,77,100,19,60,468,497
17,14,124,144,108,19,60,467,496
18,16,127,63,72,22,60,468,497
20,17,130,79,98,21,60,467,497
18,17,133,118,65,22,60,467,497
18,18,134,107,69,22,60,467,496
-1,16,119,103,54,17,60,468,497
-18,13,75,39,43,22,0,468,497
-18,13,27,48,32,11,60,467,497
-4,2,18,44,32,22,47,467,497
0,0,18,41,32,22,44,467,497
0,0,18,42,32,22,49,468,497
0,0,19,42,32,23,56,468,496
3,-5,29,39,31,23,0,468,497
9,-11,58,75,34,22,0,472,506
4,-6,72,62,39,22,0,468,497
5,-3,82,106,41,23,0,468,498
4,-4,97,107,66,23,60,468,497
8,7,98,103,82,22,60,468,497
21,18,101,70,68,23,0,465,498
24,23,103,81,115,20,60,468,497
25,23,106,70,95,21,0,466,497
15,15,107,63,96,22,0,468,497
3,1,106,63,90,22,0,467,496
-4,3,98,64,80,22,60,456,498
-14,7,67,91,50,22,60,469,496
-9,3,48,77,40,25,0,467,500
5,5,47,77,45,23,0,467,498
13,14,47,107,52,22,60,467,497
21,21,46,125,62,22,0,467,496
24,23,47,116,73,22,60,467,497
26,25,48,81,74,22,60,479,504
27,27,49,90,77,22,60,467,497
1,22,26,105,81,22,60,469,497
16,22,16,86,97,24,60,469,496
16,0,26,99,36,22,60,467,499
14,7,38,121,104,21,60,467,497
7,6,39,129,95,22,60,467,497
21,19,41,72,110,21,60,474,513
26,25,43,106,59,22,60,468,497
25,25,43,96,52,22,60,467,497
24,25,41,85,64,22,60,467,496
1,7,35,76,88,22,60,468,498
-11,12,4,65,87,21,0,468,497
-13,10,-33,51,35,19,0,467,497
-2,1,-33,50,32,22,0,469,496
0,2,-31,83,31,21,0,468,496
2,-1,-28,47,33,23,0,468,499
8,-3,-12,63,53,22,0,468,498
11,-10,18,61,84,22,60,468,498
2,-3,23,109,104,22,60,475,513
0,0,23,136,116,23,60,468,497
2,-1,29,70,77,22,60,468,496
1,0,28,70,77,23,60,467,496
13,13,29,94,79,22,60,468,497
20,19,31,107,82,23,60,469,498
22,21,34,112,58,22,60,469,496
22,20,38,79,79,22,60,467,498
20,17,40,82,92,22,60,467,497
21,19,44,69,91,22,60,469,497
-5,14,32,72,145,22,60,469,497
7,11,25,67,97,23,60,473,497
10,12,23,71,112,22,60,467,497
22,22,21,71,85,22,60,467,496
28,28,23,45,75,22,60,467,498
30,29,24,64,64,22,0,491,505
33,31,27,67,84,22,60,468,498
35,33,29,91,107,22,60,468,497
34,33,32,74,159,22,60,468,497
35,33,34,108,87,22,60,468,498
